cve,vendor_project,product,vulnerability_name,short_description,date_added,required_action,due_date,in_wild,initial_epss,initial_percentile,initial_date,current_epss,current_percentile,current_date,cvss_v3_base,cvss_v3_severity,cvss_v2_base,epss_delta
CVE-2012-2034,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,Adobe Flash Player contains a memory corruption vulnerability that allows for remote code execution or denial-of-service (DoS).,2022-03-28,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-18,TRUE,0.10712,0.93351,2026-04-20,0.1029,0.93214,2026-04-23,NA,NA,NA,-0.0042
CVE-2023-28229,Microsoft,Windows CNG Key Isolation Service,Microsoft Windows CNG Key Isolation Service Privilege Escalation Vulnerability,Microsoft Windows Cryptographic Next Generation (CNG) Key Isolation Service contains an unspecified vulnerability that allows an attacker to gain specific limited SYSTEM privileges.,2023-10-04,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-25,TRUE,0.1019,0.93154,2026-04-20,0.1019,0.9317,2026-04-23,NA,NA,NA,0
CVE-2017-6627,Cisco,IOS and IOS XE Software,Cisco IOS Software and Cisco IOS XE Software UDP Packet Processing Denial-of-Service Vulnerability,"A vulnerability in the UDP processing code of Cisco IOS and IOS XE could allow an unauthenticated, remote attacker to cause the input queue of an affected system to hold UDP packets, causing an interface queue wedge and denial of service.",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.1083,0.93388,2026-04-20,0.1018,0.93165,2026-04-23,7.5,HIGH,5,-0.0065
CVE-2023-21674,Microsoft,Windows,Microsoft Windows Advanced Local Procedure Call (ALPC) Privilege Escalation Vulnerability,Microsoft Windows Advanced Local Procedure Call (ALPC) contains an unspecified vulnerability that allows for privilege escalation.,2023-01-10,Apply updates per vendor instructions.,2023-01-31,TRUE,0.10144,0.93127,2026-04-20,0.10144,0.93143,2026-04-23,NA,NA,NA,0
CVE-2015-0310,Adobe,Flash Player,Adobe Flash Player ASLR Bypass Vulnerability,"Adobe Flash Player does not properly restrict discovery of memory addresses, which allows attackers to bypass the address space layout randomization (ASLR) protection mechanism.",2022-05-25,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,TRUE,0.0538,0.90124,2026-04-20,0.10111,0.93133,2026-04-23,NA,NA,NA,0.0473
CVE-2025-24472,Fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Authentication Bypass Vulnerability, Fortinet FortiOS and FortiProxy contain an authentication bypass vulnerability that allows a remote attacker to gain super-admin privileges via crafted CSF proxy requests.,2025-03-18,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-08,TRUE,0.1007,0.93105,2026-04-20,0.1007,0.9312,2026-04-23,NA,NA,NA,0
CVE-2025-22225,VMware,ESXi,VMware ESXi Arbitrary Write Vulnerability,VMware ESXi contains an arbitrary write vulnerability. Successful exploitation allows an attacker with privileges within the VMX process to trigger an arbitrary kernel write leading to an escape of the sandbox.,2025-03-04,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-25,TRUE,0.09983,0.93065,2026-04-20,0.09983,0.93082,2026-04-23,NA,NA,NA,0
CVE-2025-54948,Trend Micro,Apex One,Trend Micro Apex One OS Command Injection Vulnerability,Trend Micro Apex One Management Console (on-premise) contains an OS command injection vulnerability that could allow a pre-authenticated remote attacker to upload malicious code and execute commands on affected installations.,2025-08-18,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-08,TRUE,0.06931,0.91438,2026-04-20,0.09856,0.93019,2026-04-23,NA,NA,NA,0.0292
CVE-2022-23176,WatchGuard,Firebox and XTM,WatchGuard Firebox and XTM Privilege Escalation Vulnerability,WatchGuard Firebox and XTM appliances allow a remote attacker with unprivileged credentials to access the system with a privileged management session via exposed management access.,2022-04-11,Apply updates per vendor instructions.,2022-05-02,TRUE,0.09569,0.92878,2026-04-20,0.09569,0.92895,2026-04-23,8.8,HIGH,9,0
CVE-2025-48927,TeleMessage,TM SGNL,TeleMessage TM SGNL Initialization of a Resource with an Insecure Default Vulnerability,TeleMessage TM SGNL contains an initialization of a resource with an insecure default vulnerability. This vulnerability relies on how the Spring Boot Actuator is configured with an exposed heap dump endpoint at a /heapdump URI.,2025-07-01,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-22,TRUE,0.07616,0.91877,2026-04-20,0.09466,0.92848,2026-04-23,NA,NA,NA,0.0185
CVE-2026-21525,Microsoft,Windows,Microsoft Windows NULL Pointer Dereference Vulnerability,Microsoft Windows Remote Access Connection Manager contains a NULL pointer dereference that could allow an unauthorized attacker to deny service locally.,2026-02-10,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-03,TRUE,0.12227,0.93874,2026-04-20,0.09386,0.92812,2026-04-23,NA,NA,NA,-0.0284
CVE-2017-12231,Cisco,IOS software,Cisco IOS Software Network Address Translation Denial-of-Service Vulnerability,"A vulnerability in the implementation of Network Address Translation (NAT) functionality in Cisco IOS could allow an unauthenticated, remote attacker to cause a denial of service.",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.06802,0.91348,2026-04-20,0.0935,0.92798,2026-04-23,NA,NA,NA,0.0255
CVE-2017-12237,Cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Internet Key Exchange Denial-of-Service Vulnerability,"A vulnerability in the Internet Key Exchange Version 2 (IKEv2) module of Cisco IOS and Cisco IOS XE could allow an unauthenticated, remote attacker to cause high CPU utilization, traceback messages, or a reload of an affected device that leads to a denial of service.",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.05315,0.90053,2026-04-20,0.09271,0.92764,2026-04-23,NA,NA,NA,0.0396
CVE-2019-1388,Microsoft,Windows,Microsoft Windows Certificate Dialog Privilege Escalation Vulnerability,"Microsoft Windows Certificate Dialog contains a privilege escalation vulnerability, allowing attackers to run processes in an elevated context.",2023-04-07,Apply updates per vendor instructions.,2023-04-28,TRUE,0.09212,0.92726,2026-04-20,0.09212,0.92738,2026-04-23,NA,NA,NA,0
CVE-2023-32049,Microsoft,Windows,Microsoft Windows Defender SmartScreen Security Feature Bypass Vulnerability,Microsoft Windows Defender SmartScreen contains a security feature bypass vulnerability that allows an attacker to bypass the Open File - Security Warning prompt.,2023-07-11,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,2023-08-01,TRUE,0.09063,0.92661,2026-04-20,0.09063,0.92672,2026-04-23,NA,NA,NA,0
CVE-2025-8876,N-able,N-Central,N-able N-Central Command Injection Vulnerability,N-able N-Central contains a command injection vulnerability via improper sanitization of user input.,2025-08-13,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-20,TRUE,0.08996,0.92629,2026-04-20,0.08996,0.92641,2026-04-23,NA,NA,NA,0
CVE-2021-44207,Acclaim Systems,USAHERDS,Acclaim Systems USAHERDS Use of Hard-Coded Credentials Vulnerability ,Acclaim Systems USAHERDS contains a hard-coded credentials vulnerability that could allow an attacker to achieve remote code execution on the system that runs the application. The MachineKey must be obtained via a separate vulnerability or other channel.,2024-12-23,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable. Please contact the product developer for support and vulnerability mitigation.,2025-01-13,TRUE,0.08924,0.92598,2026-04-20,0.08924,0.9261,2026-04-23,NA,NA,NA,0
CVE-2022-40139,Trend Micro,Apex One and Apex One as a Service,Trend Micro Apex One and Apex One as a Service Improper Validation Vulnerability,Trend Micro Apex One and Apex One as a Service contain an improper validation of rollback mechanism components that could lead to remote code execution.,2022-09-15,Apply updates per vendor instructions.,2022-10-06,TRUE,0.08915,0.92593,2026-04-20,0.08915,0.92605,2026-04-23,NA,NA,NA,0
CVE-2025-8088,RARLAB,WinRAR,RARLAB WinRAR Path Traversal Vulnerability,RARLAB WinRAR contains a path traversal vulnerability affecting the Windows version of WinRAR. This vulnerability could allow an attacker to execute arbitrary code by crafting malicious archive files.,2025-08-12,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-02,TRUE,0.1042,0.93247,2026-04-20,0.08912,0.92602,2026-04-23,NA,NA,NA,-0.0151
CVE-2010-4398,Microsoft,Windows,Microsoft Windows Kernel Stack-Based Buffer Overflow Vulnerability,"Stack-based buffer overflow in the RtlQueryRegistryValues function in win32k.sys in Microsoft Windows allows local users to gain privileges, and bypass the User Account Control (UAC) feature.",2022-03-28,Apply updates per vendor instructions.,2022-04-21,TRUE,0.06405,0.91061,2026-04-20,0.08868,0.92581,2026-04-23,NA,NA,NA,0.0246
CVE-2022-20821,Cisco,IOS XR,Cisco IOS XR Open Port Vulnerability,Cisco IOS XR software health check opens TCP port 6379 by default on activation. An attacker can connect to the Redis instance on the open port and allow access to the Redis instance that is running within the NOSi container.,2022-05-23,Apply updates per vendor instructions.,2022-06-13,TRUE,0.08836,0.92552,2026-04-20,0.08836,0.92564,2026-04-23,NA,NA,NA,0
CVE-2025-21335,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-04,TRUE,0.08716,0.92505,2026-04-20,0.08716,0.92516,2026-04-23,NA,NA,NA,0
CVE-2020-29574,Sophos,CyberoamOS,CyberoamOS (CROS) SQL Injection Vulnerability,CyberoamOS (CROS) contains a SQL injection vulnerability in the WebAdmin that allows an unauthenticated attacker to execute arbitrary SQL statements remotely.,2025-02-06,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2025-02-27,TRUE,0.08673,0.92474,2026-04-20,0.08673,0.92486,2026-04-23,NA,NA,NA,0
CVE-2025-7775,Citrix,NetScaler,Citrix NetScaler Memory Overflow Vulnerability,Citrix NetScaler ADC and NetScaler Gateway contain a memory overflow vulnerability that could allow for remote code execution and/or denial of service.,2025-08-26,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-28,TRUE,0.06573,0.91174,2026-04-20,0.08583,0.92439,2026-04-23,NA,NA,NA,0.0201
CVE-2025-53690,Sitecore,Multiple Products,Sitecore Multiple Products Deserialization of Untrusted Data Vulnerability,"Sitecore Experience Manager (XM), Experience Platform (XP), Experience Commerce (XC), and Managed Cloud contain a deserialization of untrusted data vulnerability involving the use of default machine keys. This flaw allows attackers to exploit exposed ASP.NET machine keys to achieve remote code execution. ",2025-09-04,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-25,TRUE,0.08537,0.92403,2026-04-20,0.08537,0.92414,2026-04-23,NA,NA,NA,0
CVE-2025-68461,Roundcube,Webmail,RoundCube Webmail Cross-site Scripting Vulnerability,RoundCube Webmail contains a cross-site scripting vulnerability via the animate tag in an SVG document.,2026-02-20,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-13,TRUE,0.08521,0.92395,2026-04-20,0.08521,0.92406,2026-04-23,NA,NA,NA,0
CVE-2022-24521,Microsoft,Windows,Microsoft Windows CLFS Driver Privilege Escalation Vulnerability,Microsoft Windows Common Log File System (CLFS) Driver contains an unspecified vulnerability that allows for privilege escalation.,2022-04-13,Apply updates per vendor instructions.,2022-05-04,TRUE,0.08231,0.92234,2026-04-20,0.08436,0.92367,2026-04-23,NA,NA,NA,0.0021
CVE-2021-43226,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,"Microsoft Windows Common Log File System Driver contains a privilege escalation vulnerability that could allow a local, privileged attacker to bypass certain security mechanisms.",2025-10-06,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-27,TRUE,0.08393,0.92335,2026-04-20,0.08393,0.92345,2026-04-23,7.8,HIGH,4.6,0
CVE-2026-25108,Soliton Systems K.K,FileZen,Soliton Systems K.K FileZen OS Command Injection Vulnerability,Soliton Systems K.K FileZen contains an OS command injection vulnerability when an user logs-in to the affected product and sends a specially crafted HTTP request.,2026-02-24,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-17,TRUE,0.08854,0.92561,2026-04-20,0.0837,0.9233,2026-04-23,NA,NA,NA,-0.0048
CVE-2023-6548,Citrix,NetScaler ADC and NetScaler Gateway,Citrix NetScaler ADC and NetScaler Gateway Code Injection Vulnerability,"Citrix NetScaler ADC and NetScaler Gateway contain a code injection vulnerability that allows for authenticated remote code execution on the management interface with access to NSIP, CLIP, or SNIP.",2024-01-17,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-01-24,TRUE,0.08305,0.92276,2026-04-20,0.08305,0.92286,2026-04-23,5.5,MEDIUM,NA,0
CVE-2025-48928,TeleMessage,TM SGNL,TeleMessage TM SGNL Exposure of Core Dump File to an Unauthorized Control Sphere Vulnerability,"TeleMessage TM SGNL contains an exposure of core dump file to an unauthorized control sphere Vulnerability. This vulnerability is based on a JSP application in which the heap content is roughly equivalent to a ""core dump"" in which a password previously sent over HTTP would be included in this dump.",2025-07-01,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-22,TRUE,0.08289,0.92265,2026-04-20,0.08289,0.92275,2026-04-23,4,MEDIUM,NA,0
CVE-2026-24858,Fortinet,Multiple Products,Fortinet Multiple Products Authentication Bypass Using an Alternate Path or Channel Vulnerability,"Fortinet FortiAnalyzer, FortiManager, FortiOS, and FortiProxy contain an authentication bypass using an alternate path or channel that could allow an attacker with a FortiCloud account and a registered device to log into other devices registered to other accounts, if FortiCloud SSO authentication is enabled on those devices.",2026-01-27,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-01-30,TRUE,0.02262,0.84642,2026-04-20,0.08093,0.92173,2026-04-23,NA,NA,NA,0.0583
CVE-2019-8506,Apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",2022-05-04,Apply updates per vendor instructions.,2022-05-25,TRUE,0.08064,0.92146,2026-04-20,0.08064,0.92156,2026-04-23,NA,NA,NA,0
CVE-2024-8068,Citrix,Session Recording,Citrix Session Recording Improper Privilege Management Vulnerability,Citrix Session Recording contains an improper privilege management vulnerability that could allow for privilege escalation to NetworkService Account access. An attacker must be an authenticated user in the same Windows Active Directory domain as the session recording server domain.,2025-08-25,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-15,TRUE,0.08052,0.92138,2026-04-20,0.08052,0.92148,2026-04-23,8,HIGH,NA,0
CVE-2013-1675,Mozilla,Firefox,Mozilla Firefox Information Disclosure Vulnerability,"Mozilla Firefox does not properly initialize data structures for the nsDOMSVGZoomEvent::mPreviousScale and nsDOMSVGZoomEvent::mNewScale functions, which allows remote attackers to obtain sensitive information from process memory via a crafted web site.",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.04742,0.89432,2026-04-20,0.07945,0.9208,2026-04-23,NA,NA,NA,0.032
CVE-2026-32201,Microsoft,SharePoint Server,Microsoft SharePoint Server Improper Input Validation Vulnerability,Microsoft SharePoint Server contains an improper input validation vulnerability that allows an unauthorized attacker to perform spoofing over a network.,2026-04-14,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-04-28,TRUE,0.00904,0.75746,2026-04-20,0.07937,0.92074,2026-04-23,NA,NA,NA,0.0703
CVE-2017-6744,Cisco,IOS software,Cisco IOS Software SNMP Remote Code Execution Vulnerability,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS 1 contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload. An attacker could exploit these vulnerabilities by sending a crafted SNMP packet to an affected system via IPv4 or IPv6.",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.070930000000000007,0.91543,2026-04-20,0.07876,0.92037,2026-04-23,NA,NA,NA,0.0078
CVE-2020-1464,Microsoft,Windows,Microsoft Windows Spoofing Vulnerability,"Microsoft Windows contains a spoofing vulnerability when Windows incorrectly validates file signatures, allowing an attacker to bypass security features and load improperly signed files.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.10834,0.9339,2026-04-20,0.07858,0.92026,2026-04-23,NA,NA,NA,-0.0298
CVE-2025-24054,Microsoft,Windows,Microsoft Windows NTLM Hash Disclosure Spoofing Vulnerability,Microsoft Windows NTLM contains an external control of file name or path vulnerability that allows an unauthorized attacker to perform spoofing over a network.,2025-04-17,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-08,TRUE,0.07639,0.91898,2026-04-20,0.07831,0.9201,2026-04-23,NA,NA,NA,0.0019
CVE-2018-0151,Cisco,IOS and IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Quality of Service Remote Code Execution Vulnerability,"A vulnerability in the quality of service (QoS) subsystem of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition or execute arbitrary code with elevated privileges.",2022-03-03,Apply updates per vendor instructions.,2022-03-17,TRUE,0.07743,0.91955,2026-04-20,0.07743,0.91962,2026-04-23,NA,NA,NA,0
CVE-2022-22718,Microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability,Microsoft Windows Print Spooler contains an unspecified vulnerability which allow for privilege escalation.,2022-04-19,Apply updates per vendor instructions.,2022-05-10,TRUE,0.07718,0.91944,2026-04-20,0.07718,0.91951,2026-04-23,NA,NA,NA,0
CVE-2021-37976,Google,Chromium,Google Chromium Information Disclosure Vulnerability,"Google Chromium contains an information disclosure vulnerability within the core memory component that allows a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.0768,0.91921,2026-04-20,0.0768,0.91929,2026-04-23,NA,NA,NA,0
CVE-2019-18988,TeamViewer,Desktop,TeamViewer Desktop Bypass Remote Login Vulnerability,"TeamViewer Desktop allows for bypass of remote-login access control because the same AES key is used for different customers' installations. If an attacker were to know this key, they could decrypt protected information stored in registry or configuration files or decryption of the Unattended Access password to the system (which allows for remote login to the system).",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.07629,0.91889,2026-04-20,0.07629,0.91896,2026-04-23,NA,NA,NA,0
CVE-2025-6204,Dassault Systèmes,DELMIA Apriso,Dassault Systèmes DELMIA Apriso Code Injection Vulnerability,Dassault Systèmes DELMIA Apriso contains a code injection vulnerability that could allow an attacker to execute arbitrary code.,2025-10-28,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-11-18,TRUE,0.08897,0.92578,2026-04-20,0.07613,0.91884,2026-04-23,NA,NA,NA,-0.0128
CVE-2019-1315,Microsoft,Windows,Microsoft Windows Error Reporting Manager Privilege Escalation Vulnerability,A privilege escalation vulnerability exists when Windows Error Reporting manager improperly handles hard links. An attacker who successfully exploited this vulnerability could overwrite a targeted file leading to an elevated status.,2022-03-15,Apply updates per vendor instructions.,2022-04-05,TRUE,0.076,0.91869,2026-04-20,0.076,0.91877,2026-04-23,NA,NA,NA,0
CVE-2026-34621,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Prototype Pollution Vulnerability,Adobe Acrobat and Reader contain a prototype pollution vulnerability that allows for arbitrary code execution.,2026-04-13,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-04-27,TRUE,0.04558,0.8921,2026-04-20,0.07596,0.91875,2026-04-23,NA,NA,NA,0.0304
CVE-2025-59718,Fortinet,Multiple Products,Fortinet Multiple Products Improper Verification of Cryptographic Signature Vulnerability,"Fortinet FortiOS, FortiSwitchMaster, FortiProxy, and FortiWeb contain an improper verification of cryptographic signature vulnerability that may allow an unauthenticated attacker to bypass the FortiCloud SSO login authentication via a crafted SAML message. Please be aware that CVE-2025-59719 pertains to the same problem and is mentioned in the same vendor advisory. Ensure to apply all patches mentioned in the advisory.",2025-12-16,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-23,TRUE,0.07624,0.91886,2026-04-20,0.07529,0.91839,2026-04-23,NA,NA,NA,-0.001
CVE-2025-53521,F5,BIG-IP,F5 BIG-IP Stack-Based Buffer Overflow Vulnerability,F5 BIG-IP APM contains a stack-based buffer overflow vulnerability that could allow a threat actor to achieve remote code execution.,2026-03-27,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-30,TRUE,0.41408,0.97412,2026-04-20,0.07452,0.91789,2026-04-23,NA,NA,NA,-0.3396
CVE-2022-41091,Microsoft,Windows,Microsoft Windows Mark of the Web (MOTW) Security Feature Bypass Vulnerability,Microsoft Windows Mark of the Web (MOTW) contains a security feature bypass vulnerability resulting in a limited loss of integrity and availability of security features.,2022-11-08,Apply updates per vendor instructions.,2022-12-09,TRUE,0.07389,0.91746,2026-04-20,0.07389,0.91756,2026-04-23,NA,NA,NA,0
CVE-2023-36761,Microsoft,Word,Microsoft Word Information Disclosure Vulnerability,Microsoft Word contains an unspecified vulnerability that allows for information disclosure.,2023-09-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-03,TRUE,0.07326,0.91707,2026-04-20,0.07326,0.91718,2026-04-23,NA,NA,NA,0
CVE-2023-36424,Microsoft,Windows,Microsoft Windows Out-of-Bounds Read Vulnerability,Microsoft Windows Common Log File System Driver contains an out-of-bounds read vulnerability that could allow a threat actor for privileges escalation,2026-04-13,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-04-27,TRUE,0.05545,0.90283,2026-04-20,0.0729,0.91694,2026-04-23,NA,NA,NA,0.0175
CVE-2021-3560,Red Hat,Polkit,Red Hat Polkit Incorrect Authorization Vulnerability,"Red Hat Polkit contains an incorrect authorization vulnerability through the bypassing of credential checks for D-Bus requests, allowing for privilege escalation.",2023-05-12,Apply updates per vendor instructions.,2023-06-02,TRUE,0.10912,0.93421,2026-04-20,0.07266,0.91667,2026-04-23,NA,NA,NA,-0.0365
CVE-2022-26485,Mozilla,Firefox,Mozilla Firefox Use-After-Free Vulnerability,Mozilla Firefox contains a use-after-free vulnerability in XSLT parameter processing which can be exploited to perform arbitrary code execution.,2022-03-07,Apply updates per vendor instructions.,2022-03-21,TRUE,0.0719,0.91609,2026-04-20,0.0719,0.91621,2026-04-23,NA,NA,NA,0
CVE-2018-19943,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Cross-Site Scripting Vulnerability,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,2022-05-24,Apply updates per vendor instructions.,2022-06-14,TRUE,0.07031,0.91505,2026-04-20,0.07031,0.91518,2026-04-23,NA,NA,NA,0
CVE-2026-39987,Marimo,Marimo,Marimo Remote Code Execution Vulnerability,"Marimo contains an pre-authorization remote code execution vulnerability, allowing an unauthenticated attacked to shell access and execute arbitrary system commands.",2026-04-23,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-05-07,TRUE,0.03204,0.87028,2026-04-20,0.06989,0.91492,2026-04-23,9.8,CRITICAL,NA,0.0378
CVE-2018-0159,Cisco,IOS Software and Cisco IOS XE Software,Cisco IOS and XE Software Internet Key Exchange Version 1 Denial-of-Service Vulnerability,"A vulnerability in the implementation of Internet Key Exchange Version 1 (IKEv1) functionality in Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial-of-service (DoS) condition.",2022-03-03,Apply updates per vendor instructions.,2022-03-17,TRUE,0.06968,0.91468,2026-04-20,0.06968,0.91481,2026-04-23,NA,NA,NA,0
CVE-2021-26829,OpenPLC,ScadaBR,OpenPLC ScadaBR Cross-site Scripting Vulnerability,OpenPLC ScadaBR contains a cross-site scripting vulnerability via system_settings.shtm.,2025-11-28,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-19,TRUE,0.06944,0.91448,2026-04-20,0.06944,0.91461,2026-04-23,NA,NA,NA,0
CVE-2010-4345,Exim,Exim,Exim Privilege Escalation Vulnerability,Exim allows local users to gain privileges by leveraging the ability of the exim user account to specify an alternate configuration file with a directive that contains arbitrary commands.,2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.06001,0.90706,2026-04-20,0.06856,0.91404,2026-04-23,NA,NA,NA,0.0085
CVE-2025-20393,Cisco,Multiple Products,Cisco Multiple Products Improper Input Validation Vulnerability,"Cisco Secure Email Gateway, Secure Email, AsyncOS Software, and Web Manager appliances contains an improper input validation vulnerability that allows threat actors to execute arbitrary commands with root privileges on the underlying operating system of an affected appliance.",2025-12-17,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-24,TRUE,0.055,0.90244,2026-04-20,0.06804,0.91361,2026-04-23,NA,NA,NA,0.013
CVE-2004-0210,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,A privilege elevation vulnerability exists in the POSIX subsystem. This vulnerability could allow a logged on user to take complete control of the system.,2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.06788,0.9134,2026-04-20,0.06788,0.91352,2026-04-23,NA,NA,NA,0
CVE-2021-33771,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,Microsoft Windows kernel contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.06648,0.91229,2026-04-20,0.06648,0.91245,2026-04-23,NA,NA,NA,0
CVE-2025-21334,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-04,TRUE,0.06635,0.91219,2026-04-20,0.06635,0.91235,2026-04-23,7.8,HIGH,NA,0
CVE-2017-12235,Cisco,IOS software,Cisco IOS Software for Cisco Industrial Ethernet Switches PROFINET Denial-of-Service Vulnerability,"A vulnerability in the implementation of the PROFINET Discovery and Configuration Protocol (PN-DCP) for Cisco IOS could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial of service.",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.04928,0.89635,2026-04-20,0.06545,0.91176,2026-04-23,NA,NA,NA,0.0162
